id,question,choice1,choice2,choice3,choice4,explanation,img,category
6-1,成人の身体的特徴で正しいのはどれか,40歳ころから目の遠近調節機能の低下を自覚する,女性では20歳代から骨量が急激に減少する,結晶性知能は25歳ごろをピークにその後徐々に低下する,胸腺は加齢とともに肥大する,正解：40歳ころから目の遠近調節機能の低下を自覚する\n女性は閉経後にエストロゲンが関係し骨量が急激に減少します。結晶性知能は経験の積み重なにより向上し高齢になっても維持されるといわれます。流動性知能は加齢に伴い低下します。胸腺の重量は思春期をピークにその後は徐々に減少し、成人期では萎縮が進行します。第114回全国公開模擬試験にあります。,img/6-1.png,成人

7-1,手段的日常生活動作に含まれるのはどれか,家事,入浴,整容,排泄,正解：家事\n手段的日常生活動作とは日常生活を起こるために必要な高次動作を指します。具体的には買い物洗濯料理などの家事全般から金銭管理、服薬管理、交通機関の利用などがあげられます。更衣、整容、入浴、食事、排泄などは基本的日常生活動作に該当します。第１１４回全国公開模擬試験にあります。,img/7-1.png,老年

8-1,朝になると「頭が痛い」「調子が悪い」といい３０日以上学校を休み続けている小学６年生の子供に対する母親の対応として適切なのはどれか,子供に対する愛情を伝え見守りを励ましていく,学校にいけない理由を問い詰める,登校する気になるまでかかわりを避ける,勉強で役立つ動画やテレビを毎日見させる,正解：子どっもに対する愛情を伝え見守り励ましていく\n文部科学省では「何らかの心理的、情緒的、身体的あるいは社会的要因・背景により登校しないあるいはしたくともできない状況にあるために年間30日以上欠席したもののうち、病気や経済的な理由によるものを除いたもの」を不登校生徒と定義しています。不登校になるきっかけは、友人関係、学業、家庭環境、学校や社会とのかかわりにおける問題など様々なものがあり、単一ではなく複数の理由によるものが多いです。また近点では怠学や無気力などが要因で「悩んでいない」不登校も増加しています。不登校児へのかかわりで大切なのは子供に対して愛情をもって接し、学校等と密に連絡を取りながら温かく見守っていくことです。また、スクールカウンセラーへの相談や地域の適応指導教室の活用も検討します。第１１４回全国公開模擬試験にあります。,img/8-1.png,小児

9-1,ルービン．Ｒにより提唱された母親への育児技術の伝達に適している時期はどれか,産褥2・3日～10日ごろ,産褥0日ごろ,産褥1～2日ごろ,産褥10以降,正解：産褥2・3日～10日ごろ\n母親として適応していく過程はルービンによって3つの段階が提唱されていおり、それぞれの時期の応じたサポートが必要である。育児技術の伝達に適した時期は保守期であり産褥2・3日～10日ごろです。第１１４回全国公開模擬試験にあります。,img/9-1.png,小児

10-1,危機介入で正しいのはどれか,患者の感情表出を促す,患者の新たなコーピング行動の習得は不要である,長期的な援助方法を主とする,人的資源の活用は含まない,正解：患者の感情表出を促す\n危機介入とは現在危機状態にある人々への問題解決に働きかけ、短期的・即応的・集中的にアプローチし、患者自身が問題を解決するための新しい対応能力を獲得し成長していけるよう援助することです。第１１４回全国公開模擬試験にあります。,img/10-1.png,精神

11-1,訪問看護利用者の個人情報の取り扱いについて訪問看護師の対応で最も適切なのはどれか,連携する各所で個人情報を相互に利用する場合は利用者の許可を得る,隣人に利用者の家族状況を伝えて協力を依頼する,宅配行者に利用者の病名を伝えて配慮を依頼する,訪問看護報告書を市町村に提出する,正解：連携する各所で個人情報を相互利用する場合は利用者の承諾を得る\nインフォーマルサポートとして近隣住民の協力が必要な場合もあるが個人情報の第3社への提供には原則として本人の同意が必要です。利用者の病名を第三者に伝えてはいけません。訪問看護報告書は主治医に提出します。第１１４回全国公開模擬試験にあります。,img/11-1.png,在宅

12-1,看護マネジメントのプロセスで業務評価や情報処理労務管理を行うことに該当するのはどれか,統制,計画,組織化,指揮,正解：統制\n看護マネジメントは計画、組織化、指揮、統制の順に行われます。第１１４回全国公開模擬試験にあります。,img/12-1.png,統合
